price_total,address,area_sqft,latitude,longitude,bhk,bathrooms,balcony,status,transaction,furnishing,property_type,price_per_sqft,city,nearest_station,station_city,station_lat,station_lon,annual_aqi,dist_to_station_km,log_price_sqft,aqi_100,log_area,furnishing_score,is_new,is_ready,aqi_delta,aqi_delta_100,pct_uplift,price_uplift_rs,ols_residual,pct_uplift_sl,price_uplift_sl
3500000.0,"Shalimar Garden Exten 1 near Gulmohar park, Shalimar garden, Ghaziabad, Delhi NCR",750.0,28.6895694732666,77.33861541748047,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4666.666666666667,Ghaziabad,IHBAS Dilshad Garden,New Delhi,28.683,77.312,193.04,2.7,8.448200319929287,1.9304,6.620073206530356,1,0,1,-13.359137430757073,-0.13359137430757073,0.0,0.0,-0.0054010896322687,0.0,0.0
3500000.0,"205. Hardik tower sector 53 Noida, Sector 53, Noida, Delhi NCR",950.0,28.5905383,77.35981,2.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Individual House,3684.2105263157896,Noida,Sector 62 Noida,Noida,28.627,77.373,224.41,4.25,8.211811541865055,2.2441,6.856461984594587,1,0,1,18.01086256924293,0.1801086256924293,0.0505172079869304,176810.22795425673,-0.210461575395545,-0.001435808013097839,-5025.328045842437
2400000.0,"Gali No-15 Sadnagar Palam New Delhi-110045, Palam Colony, New Delhi - Dwarka, Delhi NCR",540.0,28.59227180480957,77.08367919921875,2.0,2.0,1.0,Ready to Move,New Property,Semi-Furnished,Flat,4444.444444444444,New Delhi,Dwarka Sector 8,New Delhi,28.5825,77.046,229.58,3.84,8.399410155759854,2.2958000000000003,6.29156913955832,1,1,1,23.180862569242947,0.23180862569242947,0.0654839925460415,157161.5821104997,0.0692782937044231,-0.001847574315445244,-4434.178357068586
9500000.0,"Patel Nagar West, New Delhi - West, Delhi NCR",1200.0,28.652429,77.1643181,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,7916.666666666667,New Delhi,Shadipur,New Delhi,28.6512,77.1507,202.83,1.34,8.976725520794677,2.0283,7.090076835776092,1,0,1,-3.5691374307570527,-0.03569137430757053,0.0,0.0,0.4415347206764046,0.0,0.0
10500000.0,"Sector 65, Gurgaon, Delhi NCR",1020.0,28.3978564,77.07393158,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,10294.117647058823,Gurgaon,Vikas Sadan,Gurgaon,28.45,77.026,177.78,7.46,9.239327908849434,1.7778,6.927557906278317,1,0,1,-28.619137430757064,-0.28619137430757063,0.0,0.0,0.6730685090084503,0.0,0.0
7500000.0,"G 033., Sector 108, Gurgaon, Delhi NCR",1505.0,28.512136,76.986899,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4983.388704318937,Gurgaon,Vikas Sadan,Gurgaon,28.45,77.026,177.78,7.9,8.513865401323562,1.7778,7.316548177182976,1,0,1,-28.619137430757064,-0.28619137430757063,0.0,0.0,-0.1420907339029806,0.0,0.0
4800000.0,"Ghaziabad, Vivekanand Nagar, Ghaziabad, Delhi NCR",1232.0,28.652807235717773,77.45092010498047,6.0,3.0,2.0,Ready to Move,Resale,Unfurnished,Flat,3896.103896103896,Ghaziabad,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,1.8,8.267732331784654,2.1963999999999997,7.116394144093465,0,0,1,13.240862569242921,0.1324086256924292,0.0368949307277215,177095.6674930634,-0.1879714965840691,-0.0010557491800359253,-5067.596064172441
5600000.0,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",929.0,28.436305,77.13605,2.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat,6027.987082884823,Gurgaon,Gwal Pahari,Gurgaon,28.42,77.15,219.39,2.27,8.70416841689154,2.1938999999999997,6.834108738813838,1,0,1,12.990862569242921,0.12990862569242922,0.0361858665950176,202640.85293209887,0.2733136177797295,-0.001035825965109316,-5800.625404612169
8500000.0,"Vaishali, Ghaziabad, Delhi NCR",1350.0,28.647938,77.340697,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,6296.2962962962965,Ghaziabad,Anand Vihar,New Delhi,28.6469,77.3152,247.76,2.49,8.74771685002807,2.4776,7.2078598714324755,1,0,1,41.360862569242926,0.41360862569242923,0.1198274119895816,1018533.0019114444,0.3083073289575875,-0.0032941783649214074,-28000.516101831963
4700000.0,"Indirapuram Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1085.0,28.646509,77.3814882767311,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4331.797235023041,Ghaziabad,Vasundhara,Ghaziabad,28.659,77.365,225.23,2.13,8.373737800705728,2.2523,6.98933526597456,1,0,1,18.830862569242925,0.18830862569242923,0.052876945135514,248521.6421369158,-0.0769306418884792,-0.0015011285077207726,-7055.303986287631
